0	1	2	3	4
4001.2607867759193	3875.416453983773	49.624673609072545	1.0	217.6740723865509
4002.6457028106533	3273.620787662705	46.931225770242044	1.0	217.61816773241472
4004.036715107185	2985.648730995375	44.93176591385573	1.0	217.56205591990772
4005.427695448176	2874.040244096347	43.585172330674624	1.0	217.5059843683339
4006.8155092196366	2851.6998951399005	42.85553210363359	1.0	217.45007926180054
4008.204049504449	2863.56767336969	42.56467842637095	1.0	217.39418363317344
4009.593368894044	2885.222529169101	42.52284516205491	1.0	217.3382953881237
4010.983344205477	2908.3956119468025	42.592186440794116	1.0	217.28241950168533
4012.372993683475	2930.2061613230385	42.6949571998798	1.0	217.22659541317822
4013.762378058974	2948.9538851934017	42.79834646829682	1.0	217.17082061809612
4015.1533528263517	2963.914809680417	42.89654635668188	1.0	217.11502064545428
4016.54296583356	2976.529691368087	42.99064980098517	1.0	217.0593138924211
4017.9325373452652	2989.824644624416	43.082129670394046	1.0	217.0036473337993
4019.3206979635515	3005.788969192423	43.16874557107159	1.0	216.94807572771163
4020.714403230845	3023.152584738462	43.24416659203577	1.0	216.89232075784963
4022.104524386182	3037.125939659522	43.29899900123345	1.0	216.83674766039627
4023.495923759409	3042.1930664577167	43.32627693052932	1.0	216.78116191750325
4024.8855290597126	3038.598775278308	43.33218059084223	1.0	216.72568620455507
4026.2763391918506	3031.014051401645	43.33079794182876	1.0	216.67020073534366
4027.669732952465	3025.7196891616836	43.3420397110438	1.0	216.6146506205925
4029.0621717918257	3027.3018881970747	43.38451677572689	1.0	216.55917695841487
4030.4536820476255	3038.306840314226	43.468180999904945	1.0	216.50377858195682
4031.842276244665	3060.1167819585908	43.5896891796583	1.0	216.44853441790943
4033.236821031004	3091.3543433114733	43.73258193921263	1.0	216.39309179884384
4034.629119144417	3123.8026674725033	43.868248356230794	1.0	216.33777673450606
4036.0205930603197	3145.5792784782743	43.972886118523185	1.0	216.28253254495667
4037.4139566732724	3149.598155336036	44.03775418140747	1.0	216.22725148765764
4038.8057971812364	3137.015298641939	44.07289594506545	1.0	216.17206893958738
4040.1989543017444	3116.5098295774487	44.10551345832972	1.0	216.1168722660671
4041.5913339910003	3100.5222546588216	44.17007605778248	1.0	216.0617444155574
4042.9846876225497	3100.036451525235	44.294014839064204	1.0	216.00661601544925
4044.37970586707	3119.4530047935123	44.48361374168629	1.0	215.95145980782672
4045.7713419250867	3154.3844156478563	44.71775710131191	1.0	215.89647522353005
4047.165585055286	3192.047532034766	44.945669297120574	1.0	215.84142555157362
4048.486557167644	3224.0255140222325	45.12499756025613	1.0	215.7893038598347
4049.952237296982	3250.0234410219455	45.23958648011231	1.0	215.73151220555798
4051.345059886677	3268.35208733361	45.27372847191597	1.0	215.67663206749504
4052.7391913991387	3281.9443822325534	45.25331042221154	1.0	215.62173813010818
4054.1354821711143	3290.712030064594	45.204823596353904	1.0	215.56679701334977
4055.530163898118	3294.487991356737	45.15160607657972	1.0	215.51195697545825
4056.924112827923	3293.467894666674	45.10844563829063	1.0	215.457183427656
4058.3187368403	3288.302956916444	45.081990476530265	1.0	215.40242100780574
4059.715541081334	3280.9804315564274	45.074034353046606	1.0	215.34761069042787
4061.1092031227226	3275.3366907341547	45.085889907248	1.0	215.2929612488343
4062.5050748680897	3275.719216545259	45.11654958560426	1.0	215.23826274321436
4063.8989616834197	3283.945936045795	45.16024830707459	1.0	215.1836795145604
4065.2962338658717	3297.498010937672	45.20660137473129	1.0	215.12900128515707
4066.692373316479	3310.2437745961033	45.24347486109991	1.0	215.07440490999437
