# 0.400 0.470
# 0.470 0.560
# 0.570 0.640
# 0.640 0.800
# 0.800 0.892
# 0.963 1.015
  3590.120  0.0000E+00  0.0000E+00   1.0     1.00
  3591.020  0.0000E+00  0.0000E+00   1.0     1.00
  3591.920  0.0000E+00  0.0000E+00   1.0     1.00
  3592.820  0.0000E+00  0.0000E+00   1.0     1.00
  3593.730  0.0000E+00  0.0000E+00   1.0     1.00
  3594.630  0.0000E+00  0.0000E+00   1.0     1.00
  3595.530  0.0000E+00  0.0000E+00   1.0     1.00
  3596.430  0.0000E+00  0.0000E+00   1.0     1.00
  3597.330  3.4051E-02  3.5934E-05   1.0     1.00
  3598.230  1.6201E-01  1.7111E-04   1.0     1.00
  3599.130  1.6503E-01  1.7394E-04   1.0     1.00
  3600.030  1.6628E-01  1.7563E-04   1.0     1.00
  3600.930  1.6577E-01  1.7473E-04   1.0     1.00
  3601.830  1.6161E-01  1.7076E-04   1.0     1.00
  3602.730  1.5601E-01  1.6447E-04   1.0     1.00
  3603.630  1.4985E-01  1.5792E-04   1.0     1.00
  3604.530  1.4504E-01  1.5311E-04   1.0     1.00
  3605.430  1.4275E-01  1.5042E-04   1.0     1.00
  3606.330  1.4169E-01  1.4935E-04   1.0     1.00
  3607.230  1.4100E-01  1.4865E-04   1.0     1.00
  3608.130  1.3944E-01  1.4689E-04   1.0     1.00
  3609.030  1.3701E-01  1.4404E-04   1.0     1.00
  3609.930  1.3460E-01  1.4157E-04   1.0     1.00
  3610.830  1.3450E-01  1.4166E-04   1.0     1.00
  3611.730  1.3645E-01  1.4386E-04   1.0     1.00
  3612.630  1.3901E-01  1.4665E-04   1.0     1.00
  3613.530  1.4134E-01  1.4900E-04   1.0     1.00
  3614.430  1.4350E-01  1.5132E-04   1.0     1.00
  3615.330  1.4595E-01  1.5404E-04   1.0     1.00
  3616.230  1.4813E-01  1.5594E-04   1.0     1.00
  3617.130  1.4631E-01  1.5436E-04   1.0     1.00
  3618.030  1.4113E-01  1.4865E-04   1.0     1.00
  3618.930  1.3444E-01  1.4179E-04   1.0     1.00
  3619.830  1.3078E-01  1.3784E-04   1.0     1.00
  3620.730  1.3268E-01  1.4012E-04   1.0     1.00
  3621.630  1.3894E-01  1.4658E-04   1.0     1.00
  3622.530  1.4570E-01  1.5370E-04   1.0     1.00
  3623.430  1.5108E-01  1.5906E-04   1.0     1.00
  3624.330  1.5414E-01  1.6236E-04   1.0     1.00
  3625.230  1.5684E-01  1.6570E-04   1.0     1.00
  3626.130  1.6153E-01  1.7003E-04   1.0     1.00
  3627.030  1.6519E-01  1.7440E-04   1.0     1.00
  3627.930  1.6721E-01  1.7618E-04   1.0     1.00
  3628.830  1.6446E-01  1.7389E-04   1.0     1.00
  3629.730  1.5865E-01  1.6719E-04   1.0     1.00
  3630.630  1.4932E-01  1.5722E-04   1.0     1.00
  3631.530  1.4007E-01  1.4752E-04   1.0     1.00
  3632.440  1.3427E-01  1.4144E-04   1.0     1.00
  3633.340  1.3285E-01  1.4010E-04   1.0     1.00
  3634.240  1.3470E-01  1.4207E-04   1.0     1.00
  3635.140  1.3784E-01  1.4490E-04   1.0     1.00
  3636.040  1.4045E-01  1.4801E-04   1.0     1.00
  3636.940  1.4433E-01  1.5195E-04   1.0     1.00
  3637.840  1.4915E-01  1.5714E-04   1.0     1.00
  3638.740  1.5444E-01  1.6276E-04   1.0     1.00
  3639.640  1.5871E-01  1.6756E-04   1.0     1.00
  3640.540  1.6165E-01  1.7028E-04   1.0     1.00
  3641.440  1.6096E-01  1.6947E-04   1.0     1.00
  3642.340  1.5734E-01  1.6576E-04   1.0     1.00
  3643.240  1.5191E-01  1.6036E-04   1.0     1.00
  3644.140  1.4709E-01  1.5482E-04   1.0     1.00
  3645.040  1.4339E-01  1.5074E-04   1.0     1.00
  3645.940  1.4070E-01  1.4830E-04   1.0     1.00
  3646.840  1.3937E-01  1.4694E-04   1.0     1.00
  3647.740  1.3853E-01  1.4600E-04   1.0     1.00
  3648.640  1.3815E-01  1.4566E-04   1.0     1.00
  3649.540  1.3919E-01  1.4668E-04   1.0     1.00
  3650.440  1.4206E-01  1.4959E-04   1.0     1.00
  3651.340  1.4628E-01  1.5422E-04   1.0     1.00
  3652.240  1.5148E-01  1.5969E-04   1.0     1.00
  3653.140  1.5652E-01  1.6493E-04   1.0     1.00
  3654.040  1.6077E-01  1.6940E-04   1.0     1.00
  3654.940  1.6374E-01  1.7301E-04   1.0     1.00
  3655.840  1.6696E-01  1.7603E-04   1.0     1.00
  3656.740  1.6939E-01  1.7872E-04   1.0     1.00
  3657.640  1.7161E-01  1.8091E-04   1.0     1.00
  3658.540  1.7267E-01  1.8221E-04   1.0     1.00
  3659.440  1.7309E-01  1.8236E-04   1.0     1.00
  3660.340  1.7227E-01  1.8160E-04   1.0     1.00
  3661.240  1.7124E-01  1.8026E-04   1.0     1.00
  3662.140  1.6928E-01  1.7865E-04   1.0     1.00
  3663.040  1.6781E-01  1.7713E-04   1.0     1.00
  3663.940  1.6676E-01  1.7612E-04   1.0     1.00
  3664.840  1.6708E-01  1.7599E-04   1.0     1.00
  3665.740  1.6746E-01  1.7666E-04   1.0     1.00
  3666.640  1.6816E-01  1.7715E-04   1.0     1.00
  3667.540  1.6738E-01  1.7638E-04   1.0     1.00
  3668.440  1.6504E-01  1.7405E-04   1.0     1.00
  3669.340  1.6241E-01  1.7110E-04   1.0     1.00
  3670.250  1.6085E-01  1.6958E-04   1.0     1.00
  3671.150  1.6177E-01  1.7064E-04   1.0     1.00
  3672.050  1.6495E-01  1.7379E-04   1.0     1.00
  3672.950  1.6862E-01  1.7724E-04   1.0     1.00
  3673.850  1.6991E-01  1.7918E-04   1.0     1.00
  3674.750  1.7032E-01  1.7936E-04   1.0     1.00
  3675.650  1.6911E-01  1.7801E-04   1.0     1.00
  3676.550  1.6632E-01  1.7514E-04   1.0     1.00
  3677.450  1.6243E-01  1.7086E-04   1.0     1.00
  3678.350  1.5780E-01  1.6619E-04   1.0     1.00
  3679.250  1.5407E-01  1.6234E-04   1.0     1.00
  3680.150  1.5212E-01  1.6035E-04   1.0     1.00
  3681.050  1.5230E-01  1.6050E-04   1.0     1.00
  3681.950  1.5328E-01  1.6185E-04   1.0     1.00
  3682.850  1.5507E-01  1.6338E-04   1.0     1.00
  3683.750  1.5576E-01  1.6399E-04   1.0     1.00
  3684.650  1.5440E-01  1.6264E-04   1.0     1.00
  3685.550  1.5146E-01  1.5962E-04   1.0     1.00
  3686.450  1.4820E-01  1.5603E-04   1.0     1.00
  3687.350  1.4575E-01  1.5379E-04   1.0     1.00
  3688.250  1.4708E-01  1.5516E-04   1.0     1.00
  3689.150  1.5156E-01  1.5984E-04   1.0     1.00
  3690.050  1.5820E-01  1.6652E-04   1.0     1.00
  3690.950  1.6447E-01  1.7333E-04   1.0     1.00
  3691.850  1.6931E-01  1.7832E-04   1.0     1.00
  3692.750  1.7176E-01  1.8100E-04   1.0     1.00
  3693.650  1.7227E-01  1.8171E-04   1.0     1.00
  3694.550  1.7237E-01  1.8138E-04   1.0     1.00
