0	1	2	3	4
4001.2607867759193	2488.808887974804	38.36919511696001	1.0	217.6740723865509
4002.6457028106533	2742.209980001593	40.44088565404556	1.0	217.61816773241472
4004.036715107185	2793.396014731182	41.39515654015751	1.0	217.56205591990772
4005.427695448176	2807.8967940842417	41.813894818638346	1.0	217.5059843683339
4006.8155092196366	2833.8942525659936	42.070965449574864	1.0	217.45007926180054
4008.204049504449	2863.272548717361	42.29439397284344	1.0	217.39418363317344
4009.593368894044	2886.4366589572596	42.48029341404826	1.0	217.3382953881237
4010.983344205477	2908.358161994452	42.62156018665496	1.0	217.28241950168533
4012.372993683475	2934.4065789098527	42.73242981897541	1.0	217.22659541317822
4013.762378058974	2958.2820120150845	42.825187064790704	1.0	217.17082061809612
4015.1533528263517	2970.3445445147295	42.90490401492143	1.0	217.11502064545428
4016.54296583356	2974.042979215898	42.98018624053631	1.0	217.0593138924211
4017.9325373452652	2981.534617479809	43.0653573767729	1.0	217.0036473337993
4019.3206979635515	2998.9810122536314	43.17246722250391	1.0	216.94807572771163
4020.714403230845	3025.92312108747	43.29537300235483	1.0	216.89232075784963
4022.104524386182	3050.9858534861705	43.39895568013602	1.0	216.83674766039627
4023.495923759409	3060.456306492644	43.43531156490623	1.0	216.78116191750325
4024.8855290597126	3046.346087411278	43.385165556563095	1.0	216.72568620455507
4026.2763391918506	3021.102019100513	43.288654176363316	1.0	216.67020073534366
4027.669732952465	3012.4023922535807	43.22025814800856	1.0	216.6146506205925
4029.0621717918257	3019.325387341647	43.228433464844564	1.0	216.55917695841487
4030.4536820476255	3025.7731340159444	43.32179271825312	1.0	216.50377858195682
4031.842276244665	3041.162553140589	43.501296875752544	1.0	216.44853441790943
4033.236821031004	3084.817129960912	43.74978221018604	1.0	216.39309179884384
4034.629119144417	3143.2672560461383	43.99989799306373	1.0	216.33777673450606
4036.0205930603197	3179.324269831279	44.164336830777046	1.0	216.28253254495667
4037.4139566732724	3178.2279782651376	44.199794712949824	1.0	216.22725148765764
4038.8057971812364	3150.753844395049	44.12666005632204	1.0	216.17206893958738
4040.1989543017444	3110.896505708212	44.00815161996908	1.0	216.1168722660671
4041.5913339910003	3074.2773966150567	43.93437317278369	1.0	216.0617444155574
4042.9846876225497	3064.837152110016	44.002187358856595	1.0	216.00661601544925
4044.37970586707	3096.74514081361	44.27149623195256	1.0	215.95145980782672
4045.7713419250867	3155.0292551285106	44.711621902967515	1.0	215.89647522353005
4047.165585055286	3208.548199699371	45.16817788826222	1.0	215.84142555157362
4048.486557167644	3240.625921089074	45.474787205425756	1.0	215.7893038598347
4049.952237296982	3253.9952731381013	45.5282525896887	1.0	215.73151220555798
4051.345059886677	3269.463430633403	45.41182017580424	1.0	215.67663206749504
4052.7391913991387	3290.589595109708	45.264680550359884	1.0	215.62173813010818
4054.1354821711143	3299.754077138014	45.158898471432	1.0	215.56679701334977
4055.530163898118	3298.1011122176847	45.10341128762365	1.0	215.51195697545825
4056.924112827923	3298.031046390317	45.07911133159977	1.0	215.457183427656
4058.3187368403	3295.482224061534	45.05618416675581	1.0	215.40242100780574
4059.715541081334	3281.285262238058	45.023595445518254	1.0	215.34761069042787
4061.1092031227226	3262.8531292642456	45.00846651721759	1.0	215.2929612488343
4062.5050748680897	3259.6482120692353	45.045705131564254	1.0	215.23826274321436
4063.8989616834197	3273.8510130912946	45.136023876801445	1.0	215.1836795145604
4065.2962338658717	3296.667671188672	45.24499591618745	1.0	215.12900128515707
4066.692373316479	3322.529711325334	45.32671598940782	1.0	215.07440490999437
4068.086868135234	3334.7676298962906	45.34558463608116	1.0	215.01991025657438
4069.4840386522565	3322.1207161005295	45.297592596652244	1.0	214.96534849614736
4070.8794950761	3294.877173816614	45.21952179391008	1.0	214.91089105731794
4072.274883908284	3270.5576496187623	45.165292662945134	1.0	214.8564735756577
4073.6726204005154	3258.9828732279066	45.17654331152299	1.0	214.80200191404614
